profil_id,age,sexe,region,voie_bac,serie_bac,domaine_technique_bac,moyenne_generale,note_mathematiques,note_physique_chimie,note_svt,note_francais,note_malgache,note_anglais,note_histoire_geo,note_philosophie,note_economie,note_informatique,note_arts,note_eps,matieres_preferees,competences_declarees,centres_interet,activites_projets,preferences_professionnelles,environnement_travail_recherche,mention_recommandee,parcours_recommande,parcours_recommande_nom,profil_ambigu,parcours_alternatif_plausible
P00497,18,M,Boeny,Général,C,,10.82,13.8,10.8,7.5,13.1,8.2,8.8,11.6,9.6,11.9,10.8,13.0,10.7,Arts; Francais; Mathematiques,analyse statistique et probabilités appliquées; sens de l'organisation; traitement de données massives (Big Data); aisance relationnelle; persévérance; curiosité; business intelligence,Technologie; Robotique,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel,Ingénieur Machine Learning,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P00498,19,M,Menabe,Général,C,,12.76,10.1,10.5,15.4,11.4,13.5,11.4,15.9,11.2,15.8,11.8,15.9,10.2,Arts; Economie; Histoire_Geo,créativité; zootechnie et pisciculture; aisance relationnelle; rigueur; sens de l'organisation,Environnement; Santé,a réalisé un exposé scolaire sur la santé ou la biologie,Responsable de projet développement rural; travailler à l'international,Terrain/Extérieur,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P00499,18,F,Androy,Professionnel et technique,TMF,Industriel,14.9,17.9,12.3,14.6,14.8,13.8,16.0,14.9,14.7,17.2,12.4,14.4,15.8,Anglais; EPS; Economie; Histoire_Geo; Mathematiques,persévérance; créativité; esprit d'équipe; sens de l'organisation; traitement de données massives (Big Data); business intelligence; analyse statistique et probabilités appliquées,Programmation; Robotique; Sport,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a participé à un club informatique ou de robotique au lycée; a occupé un petit job ou une activité rémunérée pendant les vacances,Data Analyst; Responsable Business Intelligence; avoir un métier stable,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P00500,19,F,Atsinanana,Professionnel et technique,TMA,Industriel,13.19,13.6,10.3,12.8,12.2,14.6,14.0,14.8,9.0,18.2,13.5,13.2,12.1,Anglais; Economie; Histoire_Geo; Malgache,aisance relationnelle; sens de l'organisation; négociation et vente internationale; stratégie marketing et commerciale,Économie; Bénévolat associatif,gère les comptes d'une association d'élèves; s'intéresse à l'actualité économique et suit des chaînes d'information,Manager de PME/PMI; Responsable commercial; avoir un métier stable,Contact clientèle/Relationnel,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,False,
P00501,17,F,Vatovavy,Général,S,,12.72,14.9,12.9,14.6,13.1,11.9,12.4,11.3,11.7,12.1,15.9,9.7,12.2,Informatique; Mathematiques; SVT,"développement full-stack; conception logicielle (UML, Merise); sens de l'organisation; aisance relationnelle",Programmation; Sport,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a occupé un petit job ou une activité rémunérée pendant les vacances,Ingénieur en génie logiciel; Administrateur de bases de données; contribuer au développement de Madagascar,Mixte/Itinérant,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00502,17,M,Amoron'i Mania,Professionnel et technique,TAG,Agricole,9.73,9.2,12.4,14.1,12.4,7.7,8.0,9.0,9.4,11.8,7.3,9.3,6.2,Economie; Francais; Informatique; Philosophie; Physique_Chimie,formulation pharmaceutique; phytochimie; autonomie; persévérance; pharmacologie,Nature; Lecture,a participé à un club de sciences naturelles ou d'écologie; aide régulièrement dans l'exploitation agricole familiale; participe à des activités associatives ou de bénévolat,Chercheur en phyto-médicaments,Laboratoire/Recherche,Biotechnologie et Agronomie,PIP,Pharmacologie et Industries Pharmaceutiques,False,
P00503,18,F,Analamanga,Général,C,,9.11,10.2,11.4,12.5,7.8,10.5,8.4,8.6,7.4,8.8,8.3,7.4,8.0,Malgache; Mathematiques; Physique_Chimie; SVT,gestion de laboratoire d'analyses médicales; aisance relationnelle; persévérance; pharmacologie,Animaux; Environnement,s'occupe d'un petit élevage ou d'un jardin potager; participe à des activités associatives ou de bénévolat,Responsable de production pharmaceutique; Ingénieur de laboratoire médical; avoir un métier stable,Laboratoire/Recherche,Biotechnologie et Agronomie,PIP,Pharmacologie et Industries Pharmaceutiques,False,
P00504,17,M,Amoron'i Mania,Professionnel et technique,SS,Tertiaire,7.02,4.6,8.5,6.6,6.4,8.0,5.5,9.8,7.5,7.6,6.9,5.6,7.2,Histoire_Geo; Malgache; Physique_Chimie,rigueur; sens de l'observation; fiscalité d'entreprise; autonomie; audit financier; analyse économique et économétrie,Économie,a organisé une petite activité commerciale ou un projet associatif; pratique un sport en club depuis plusieurs années,Planificateur stratégique; créer sa propre entreprise,Bureau/Numérique,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,True,FIC
P00505,19,M,Atsinanana,Professionnel et technique,TMEL,Industriel,9.61,12.3,8.9,9.6,8.3,8.1,8.5,9.2,8.5,11.3,11.5,11.8,7.3,Arts; Economie; Informatique; Mathematiques,sens de l'observation; persévérance; sens de l'organisation; audit financier; comptabilité générale et analytique; gestion de trésorerie,Gestion; Lecture,a participé à un club de débat ou un simulacre de procès au lycée; s'intéresse à l'actualité économique et suit des chaînes d'information,Auditeur financier; Contrôleur de gestion,Bureau/Numérique,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,False,
P00506,17,M,Ihorombe,Professionnel et technique,TAMB,Industriel,15.46,15.5,15.9,13.2,17.5,16.3,14.6,18.0,17.2,15.6,11.8,13.9,16.0,EPS; Francais; Histoire_Geo; Philosophie,rédaction d'actes juridiques; autonomie; aisance relationnelle,Économie; Musique,a organisé une petite activité commerciale ou un projet associatif; a occupé un petit job ou une activité rémunérée pendant les vacances,Expert en contentieux d'affaires,Bureau/Numérique,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,False,
P00507,17,M,Ihorombe,Professionnel et technique,TAMB,Industriel,10.97,13.3,14.3,11.6,9.5,9.9,10.2,10.4,9.8,11.4,11.6,9.6,10.1,Mathematiques; Physique_Chimie; SVT,"traitement du signal et automatique; curiosité; automatismes (Grafcet, automates); créativité; administration de réseaux (GSM, TCP/IP); sens de l'observation",Technologie,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; a participé à un club informatique ou de robotique au lycée,Ingénieur en automatisation et robotique industrielle; Concepteur de systèmes IoT industriels,Atelier/Industriel,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,True,ESIIA
P00508,18,F,Fitovinany,Technologique,TGI,Industriel,10.47,11.9,8.2,10.1,9.3,9.6,12.8,10.1,9.3,10.0,14.2,8.8,11.3,Anglais; EPS; Informatique; Mathematiques; SVT,curiosité; gestion de projets informatiques; administration de bases de données; persévérance,Réseaux sociaux et numérique,a participé à un club informatique ou de robotique au lycée; a suivi un tutoriel en ligne de programmation et créé un petit site web personnel,Administrateur de bases de données; Chef de projet informatique,Mixte/Itinérant,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",True,IMTICIA
P00509,18,M,Betsiboka,Professionnel et technique,TMF,Industriel,10.22,7.6,9.5,11.1,9.8,9.9,11.7,11.0,9.9,9.3,12.2,12.2,8.4,Anglais; Informatique; Philosophie,"aisance relationnelle; programmation multi-langages (Java, C#, PHP, JavaScript); rigueur; esprit d'équipe; curiosité; design UI/UX; développement web et mobile multimédia",Programmation; Bénévolat associatif,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a monté et dépanné des ordinateurs pour son entourage,Webmaster,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",True,IGGLIA
P00510,17,M,Diana,Professionnel et technique,TPFM,Industriel,13.13,15.1,16.0,13.6,14.2,10.2,13.0,12.7,8.8,10.4,15.2,12.8,15.6,EPS; Informatique; Mathematiques; Physique_Chimie,sens de l'organisation; gestion de production industrielle; créativité,Bricolage,a participé à un club de robotique ou de modélisme; a participé à un club informatique ou de robotique au lycée,Spécialiste en maintenance de systèmes informatisés; Expert en systèmes embarqués et IoT; avoir un métier stable,Mixte/Itinérant,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",True,EMII
P00511,18,M,Vakinankaratra,Professionnel et technique,TPFM,Industriel,9.9,11.0,7.2,10.1,8.1,9.6,8.4,10.4,12.3,10.4,10.9,10.1,10.3,Histoire_Geo; Informatique; Mathematiques; Philosophie,machine learning et deep learning; administration de bases de données; sens de l'observation; esprit d'équipe; persévérance,Réseaux sociaux et numérique,a monté et dépanné des ordinateurs pour son entourage; a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne,Analyste Big Data; Responsable Business Intelligence,Mixte/Itinérant,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",True,IGGLIA
P00512,17,F,Analanjirofo,Professionnel et technique,EN,Industriel,11.27,13.5,10.4,9.6,8.1,11.2,11.5,12.1,9.3,16.0,12.0,11.4,10.1,Economie; Histoire_Geo; Mathematiques,aisance relationnelle; sens de l'observation; persévérance; pilotage et planification de projets; management stratégique; gestion financière prévisionnelle,Débat et droit; Musique,a participé à un club de débat ou un simulacre de procès au lycée,Responsable suivi-évaluation de projets; Consultant en management; créer sa propre entreprise,Contact clientèle/Relationnel,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P00513,20,F,Atsimo-Andrefana,Général,C,,7.45,9.8,10.9,7.8,8.3,7.2,5.6,8.3,7.3,7.2,5.4,4.3,7.3,Francais; Histoire_Geo; Mathematiques; Physique_Chimie; SVT,sens de l'organisation; hygiène sécurité environnement (HSE); sens de l'observation; exploitation minière et géologie; raffinage et pétrochimie; persévérance,Automobile et aéronautique; Électronique; Bénévolat associatif,a participé à un club de robotique ou de modélisme,Ingénieur pétrolier; Ingénieur de laboratoire d'analyses,Atelier/Industriel,Génie Industriel,ICMP,"Industries Chimiques, Minières et Pétrolières",False,
P00514,20,M,Boeny,Professionnel et technique,TMEL,Industriel,13.93,16.8,14.9,13.3,13.5,12.2,14.1,12.7,14.9,9.7,17.3,12.3,15.4,EPS; Informatique; Mathematiques; Physique_Chimie,"esprit d'équipe; développement full-stack; curiosité; sens de l'observation; conception logicielle (UML, Merise)",Robotique; Programmation,a monté et dépanné des ordinateurs pour son entourage,Ingénieur en génie logiciel; Administrateur de bases de données,Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00515,20,F,Analamanga,Professionnel et technique,TOM,Industriel,11.66,15.9,13.8,10.4,11.0,12.1,11.9,10.5,8.0,10.7,12.6,11.3,11.7,Histoire_Geo; Informatique; Malgache; Mathematiques,sens de l'observation; persévérance; maintenance industrielle pluridisciplinaire; esprit d'analyse; autonomie,Technologie,a démonté et réparé des appareils électroménagers ou mécaniques par curiosité,Ingénieur en bureau d'études mécanique; Ingénieur en maintenance industrielle; avoir un poste à responsabilités,Bureau/Numérique,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,True,ESIIA
P00516,19,M,Amoron'i Mania,Général,A1,,8.07,5.9,8.0,8.6,8.0,4.9,10.0,7.3,8.5,11.6,8.8,6.8,8.5,Anglais; EPS; Economie; Informatique,gestion d'entreprise; négociation et vente internationale; persévérance; aisance relationnelle,Économie; Actualité et politique; Réseaux sociaux,a participé à un club de débat ou un simulacre de procès au lycée,Responsable Marketing; Gestionnaire administratif et financier,Contact clientèle/Relationnel,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,False,
P00517,20,M,Itasy,Professionnel et technique,MEMA,Industriel,13.92,17.2,15.7,14.7,10.8,11.4,12.3,14.0,13.1,14.7,15.4,14.1,13.6,Informatique; Mathematiques; Physique_Chimie; SVT,business intelligence; traitement de données massives (Big Data); autonomie; sens de l'observation; persévérance,Jeux vidéo; Réseaux sociaux,a monté et dépanné des ordinateurs pour son entourage,Responsable Business Intelligence; Analyste Big Data,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P00518,18,F,Ihorombe,Professionnel et technique,TMEL,Industriel,12.21,13.8,14.8,12.0,11.5,10.2,9.9,10.2,13.2,11.4,16.4,12.4,10.7,Informatique; Mathematiques; Physique_Chimie,"administration de réseaux (GSM, TCP/IP); rigueur; créativité; autonomie; traitement du signal et automatique; aisance relationnelle",Jeux vidéo; Programmation,a monté et dépanné des ordinateurs pour son entourage; a participé à un club informatique ou de robotique au lycée,Ingénieur en télécommunications,Bureau/Numérique,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",False,
P00519,20,F,Vatovavy,Professionnel et technique,TOM,Industriel,10.03,11.6,11.4,9.3,12.4,9.0,9.7,11.6,9.0,9.2,13.3,7.0,6.8,Francais; Histoire_Geo; Informatique; Mathematiques; Physique_Chimie,maintenance hardware et microcontrôleurs; créativité; traitement du signal et automatique; esprit d'équipe; sens de l'observation; autonomie,Programmation,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; a participé à un club informatique ou de robotique au lycée,Ingénieur en télécommunications; Architecte Hardware; avoir un poste à responsabilités,Bureau/Numérique,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",False,
P00520,18,M,Vatovavy,Général,S,,13.45,14.5,15.5,15.6,12.2,13.0,14.9,11.6,14.1,15.6,10.2,12.5,11.7,Arts; Economie; SVT,persévérance; sens de l'organisation; hygiène sécurité environnement (HSE); raffinage et pétrochimie; génie des procédés chimiques,Automobile et aéronautique,aide régulièrement à l'entretien de véhicules en famille; participe à des activités associatives ou de bénévolat,Ingénieur de laboratoire d'analyses; Ingénieur minier,Atelier/Industriel,Génie Industriel,ICMP,"Industries Chimiques, Minières et Pétrolières",False,
P00521,20,M,Boeny,Général,C,,13.64,17.6,14.5,14.4,13.2,14.2,12.4,10.9,14.3,11.2,11.7,14.0,15.3,EPS; Mathematiques; Physique_Chimie; SVT,aisance relationnelle; calcul de structures (RDM); géotechnique; persévérance,Architecture; Dessin et design; Musique,a réalisé des maquettes ou des plans de construction pour un projet scolaire; participe à des activités associatives ou de bénévolat,Ingénieur en génie civil,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,True,
P00522,19,F,Betsiboka,Général,C,,12.37,14.3,14.0,10.7,10.9,12.3,10.6,12.1,11.2,13.8,12.8,13.4,12.3,Arts; Economie; Mathematiques; Physique_Chimie,esprit d'équipe; calcul de structures (RDM); créativité; géotechnique; conception architecturale (AutoCAD/ArchiCAD); aisance relationnelle; rigueur,Construction; Bénévolat associatif,a visité un chantier de construction dans le cadre d'un stage d'observation; aime dessiner des plans de maisons ou des croquis d'aménagement,Architecte junior,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
